OTU_id	lineage	X14	X24	X22	X17	X21	X13	X19	X18	X25	X11	X10	X12	X20	X16	X23	X15
OTU299	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Lycaenidae	0	285	0	0	1538	0	0	1191	0	0	0	0	0	0	0	0
OTU303	r__root;p__Arthropoda;c__Insecta;o__Blattodea	252	0	0	0	1029	0	0	0	0	0	0	0	287	0	0	0
OTU309	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Lycaenidae	0	245	0	0	1556	0	0	1064	0	0	0	0	0	0	0	0
OTU310	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae	0	0	0	0	0	0	0	0	0	0	0	0	0	2778	0	0
OTU312	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	1023	0	0	0	0	0	0	0	0	0	0	31	0	0	0
OTU315	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	0	0	0	0	0	0	0	0	2008	0	0	0	0	0	0
OTU320	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	0	0	0	48	0	0	0	0	2217	0	0	0	0	0	0
OTU331	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3596
OTU333	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae	0	0	2353	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU339	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	0	8417	0	0	0	0	2397	0	0	216	0	0	0	0	0
OTU341	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Chloropidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2719
OTU343	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Noctuidae	0	0	0	1056	0	0	0	0	0	0	138	0	0	0	0	0
OTU349	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	915	0	0	0	0	0	0	0	0	0	0	40	0	0	0
OTU351	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Noctuidae	0	0	0	0	0	0	0	0	0	2212	0	0	0	0	0	0
OTU359	r__root;p__Arthropoda;c__Insecta;o__Hemiptera	0	0	0	0	0	0	0	0	0	0	0	0	0	2154	0	0
OTU366	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Noctuidae	0	0	0	1077	0	0	0	0	0	0	111	0	0	0	0	0
OTU371	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	0	0	0	0	0	0	0	0	0	1444	0	0	0	0	0
OTU383	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	698	221	0	0	210	0	0	251	0	0	0	0	216	0	0	0
OTU384	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358
OTU386	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Hippoboscidae	0	0	0	1976	0	0	0	0	0	0	0	0	0	0	0	0
OTU387	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	0	0	0	0	0	0	0	756	67	0	0	0	0	0	0
